TAG,DESCRIPTION,UNITE,MIN,MAX,DATATYPE,DATASCIENTISM,PRECISION,FREQUENCE_ECHANTILLONNAGE,VAL_DEF,DEVICE
C0000000f-B004-15-kW dmd-JTW,local W (Local à papier derrière Sylfen) + local Antoine puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kvar L1-JTVar,local W (Local à papier derrière Sylfen) + local Antoine Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kvar L2-JTVar,local W (Local à papier derrière Sylfen) + local Antoine Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kvar L3-JTVar,local W (Local à papier derrière Sylfen) + local Antoine Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kvar sys-JTVar,local W (Local à papier derrière Sylfen) + local Antoine puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kVA L1-JTVA,local W (Local à papier derrière Sylfen) + local Antoine Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kVA L2-JTVA,local W (Local à papier derrière Sylfen) + local Antoine Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kVA L3-JTVA,local W (Local à papier derrière Sylfen) + local Antoine Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kVA sys-JTVA,local W (Local à papier derrière Sylfen) + local Antoine puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kWh-JTWH,local W (Local à papier derrière Sylfen) + local Antoine compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kWh (-)-JTWH,local W (Local à papier derrière Sylfen) + local Antoine puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kWh L1-JTWH,local W (Local à papier derrière Sylfen) + local Antoine Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kWh L2-JTWH,local W (Local à papier derrière Sylfen) + local Antoine Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kWh L3-JTWH,local W (Local à papier derrière Sylfen) + local Antoine Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C0000000f-B004-15-kvarh-JTVarH,local W (Local à papier derrière Sylfen) + local Antoine compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kW L1-JTW,Serma Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kW L2-JTW,Serma Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kW L3-JTW,Serma Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kW sys-JTW,Serma puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kW dmd-JTW,Serma puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kvar L1-JTVar,Serma Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kvar L2-JTVar,Serma Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kvar L3-JTVar,Serma Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kvar sys-JTVar,Serma puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kVA L1-JTVA,Serma Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kVA L2-JTVA,Serma Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kVA L3-JTVA,Serma Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kVA sys-JTVA,Serma puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kWh-JTWH,Serma compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kWh (-)-JTWH,Serma puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kWh L1-JTWH,Serma Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kWh L2-JTWH,Serma Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kWh L3-JTWH,Serma Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000011-A006-18-kvarh-JTVarH,Serma compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kW L1-JTW,Zone E  Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kW L2-JTW,Zone E  Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kW L3-JTW,Zone E  Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kW sys-JTW,Zone E  puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kvar L1-JTVar,Zone E  Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kvar L2-JTVar,Zone E  Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kvar L3-JTVar,Zone E  Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kvar sys-JTVar,Zone E  puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kVA L1-JTVA,Zone E  Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kVA L2-JTVA,Zone E  Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kVA L3-JTVA,Zone E  Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kVA sys-JTVA,Zone E  puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kWh-JTWH,Zone E  compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kWh (-)-JTWH,Zone E  puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000010-E001-19-kvarh-JTVarH,Zone E  compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kW L1-JTW,Geodis Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kW L2-JTW,Geodis Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kW L3-JTW,Geodis Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kW sys-JTW,Geodis puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kW dmd-JTW,Geodis puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kvar L1-JTVar,Geodis Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kvar L2-JTVar,Geodis Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kvar L3-JTVar,Geodis Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kvar sys-JTVar,Geodis puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kVA L1-JTVA,Geodis Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kVA L2-JTVA,Geodis Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kVA L3-JTVA,Geodis Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kVA sys-JTVA,Geodis puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kWh-JTWH,Geodis compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kWh (-)-JTWH,Geodis puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kWh L1-JTWH,Geodis Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kWh L2-JTWH,Geodis Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kWh L3-JTWH,Geodis Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000013-E002-20-kvarh-JTVarH,Geodis compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kW L1-JTW,Zone F Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kW L2-JTW,Zone F Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kW L3-JTW,Zone F Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kW sys-JTW,Zone F puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kvar L1-JTVar,Zone F Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kvar L2-JTVar,Zone F Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kvar L3-JTVar,Zone F Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kvar sys-JTVar,Zone F puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kVA L1-JTVA,Zone F Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kVA L2-JTVA,Zone F Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kVA L3-JTVA,Zone F Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kVA sys-JTVA,Zone F puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kWh-JTWH,Zone F compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kWh (-)-JTWH,Zone F puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000012-F001-21-kvarh-JTVarH,Zone F compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kW L1-JTW,Cegelec Vinci Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kW L2-JTW,Cegelec Vinci Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kW L3-JTW,Cegelec Vinci Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kW sys-JTW,Cegelec Vinci puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kW dmd-JTW,Cegelec Vinci puissance demandée,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kvar L1-JTVar,Cegelec Vinci Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kvar L2-JTVar,Cegelec Vinci Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kvar L3-JTVar,Cegelec Vinci Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kvar sys-JTVar,Cegelec Vinci puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kVA L1-JTVA,Cegelec Vinci Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kVA L2-JTVA,Cegelec Vinci Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kVA L3-JTVA,Cegelec Vinci Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kVA sys-JTVA,Cegelec Vinci puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kWh-JTWH,Cegelec Vinci compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kWh (-)-JTWH,Cegelec Vinci puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kWh L1-JTWH,Cegelec Vinci Phase 1 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kWh L2-JTWH,Cegelec Vinci Phase 2 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kWh L3-JTWH,Cegelec Vinci Phase 3 compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000015-F002-22-kvarh-JTVarH,Cegelec Vinci compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kW L1-JTW,zone A-B-C-D Phase 1 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kW L2-JTW,zone A-B-C-D Phase 2 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kW L3-JTW,zone A-B-C-D Phase 3 puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kW sys-JTW,zone A-B-C-D puissance,JTW,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kvar L1-JTVar,zone A-B-C-D Phase 1 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kvar L2-JTVar,zone A-B-C-D Phase 2 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kvar L3-JTVar,zone A-B-C-D Phase 3 puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kvar sys-JTVar,zone A-B-C-D puissance reactive,JTVar,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kVA L1-JTVA,zone A-B-C-D Phase 1 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kVA L2-JTVA,zone A-B-C-D Phase 2 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kVA L3-JTVA,zone A-B-C-D Phase 3 puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kVA sys-JTVA,zone A-B-C-D puissance active,JTVA,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kWh-JTWH,zone A-B-C-D compteur,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kWh (-)-JTWH,zone A-B-C-D puissance difference,JTWH,-200000,200000,REAL,True,0.01,5,0,vmuc
C00000014-GENERAL_ADMINISTRATIF-23-kvarh-JTVarH,zone A-B-C-D compteur puissance reactive ,JTVarH,-200000,200000,REAL,True,0.01,5,0,vmuc
