RECORD,DATE,TIME,TEMP_C,WL_ELEV_M
9052,2/4/2008,1:15:21 PM,2.73,1.5
9054,2/4/2008,2:15:21 PM,2.624,1.5
9056,2/4/2008,3:15:21 PM,2.624,1.7
9058,2/4/2008,4:15:21 PM,2.624,2.1
9060,2/4/2008,5:15:21 PM,2.943,2.5
9062,2/4/2008,6:15:21 PM,3.049,2.8
9064,2/4/2008,7:15:21 PM,3.049,2.9
9066,2/4/2008,8:15:21 PM,3.155,2.9
9068,2/4/2008,9:15:21 PM,3.155,2.5
9070,2/4/2008,10:15:21 PM,3.049,2.0
9072,2/4/2008,11:15:21 PM,3.049,1.6
9074,2/5/2008,12:15:21 AM,3.049,1.3
9076,2/5/2008,1:15:21 AM,3.155,1.2
9078,2/5/2008,2:15:21 AM,3.155,1.2
9080,2/5/2008,3:15:21 AM,3.155,1.2
9082,2/5/2008,4:15:21 AM,3.261,1.2
9084,2/5/2008,5:15:21 AM,3.261,1.2
9086,2/5/2008,6:15:21 AM,3.261,1.2
9088,2/5/2008,7:15:21 AM,3.261,1.9
9090,2/5/2008,8:15:21 AM,4.102,2.3
9092,2/5/2008,9:15:21 AM,4.415,2.5
9094,2/5/2008,10:15:21 AM,4.415,2.4
9096,2/5/2008,11:15:21 AM,4.207,2.1
9098,2/5/2008,12:15:21 PM,3.683,1.7
9100,2/5/2008,1:15:21 PM,3.367,1.4
9102,2/5/2008,2:15:21 PM,3.367,1.3
9104,2/5/2008,3:15:21 PM,3.367,1.4
9106,2/5/2008,4:15:21 PM,3.472,1.7
9108,2/5/2008,5:15:21 PM,3.788,2.2
9110,2/5/2008,6:15:21 PM,4.207,2.7
9112,2/5/2008,7:15:21 PM,4.415,3.0
9114,2/5/2008,8:15:21 PM,4.727,3.1
9116,2/5/2008,9:15:21 PM,4.831,3.0
9118,2/5/2008,10:15:21 PM,4.727,2.7
9120,2/5/2008,11:15:21 PM,4.519,2.2
9122,2/6/2008,12:15:21 AM,4.519,1.7
9124,2/6/2008,1:15:21 AM,4.415,1.4
9126,2/6/2008,2:15:21 AM,4.415,1.3
9128,2/6/2008,3:15:21 AM,4.311,1.3
9130,2/6/2008,4:15:21 AM,4.311,1.3
9132,2/6/2008,5:15:21 AM,4.311,1.2
9134,2/6/2008,6:15:21 AM,4.207,1.2
9136,2/6/2008,7:15:21 AM,4.207,1.8
9138,2/6/2008,8:15:21 AM,4.207,2.4
9140,2/6/2008,9:15:21 AM,4.727,2.6
9142,2/6/2008,10:15:21 AM,4.831,2.7
9144,2/6/2008,11:15:21 AM,4.727,2.4
9146,2/6/2008,12:15:21 PM,4.311,2.1
9148,2/6/2008,1:15:21 PM,4.102,1.7
9150,2/6/2008,2:15:21 PM,3.998,1.4
9152,2/6/2008,3:15:21 PM,3.893,1.2
9154,2/6/2008,4:15:21 PM,3.788,1.4
9156,2/6/2008,5:15:21 PM,3.788,1.8
9158,2/6/2008,6:15:21 PM,3.893,2.3
9160,2/6/2008,7:15:21 PM,3.998,2.8
9162,2/6/2008,8:15:21 PM,4.415,3.1
9164,2/6/2008,9:15:21 PM,4.727,3.1
9166,2/6/2008,10:15:21 PM,4.727,2.9
9168,2/6/2008,11:15:21 PM,4.415,2.4
9170,2/7/2008,12:15:21 AM,4.207,1.9
9172,2/7/2008,1:15:21 AM,4.102,1.5
9174,2/7/2008,2:15:21 AM,3.998,1.3
9176,2/7/2008,3:15:21 AM,3.998,1.2
9178,2/7/2008,4:15:21 AM,3.893,1.2
9180,2/7/2008,5:15:21 AM,3.788,1.2
9182,2/7/2008,6:15:21 AM,3.683,1.2
9184,2/7/2008,7:15:21 AM,3.578,1.7
9186,2/7/2008,8:15:21 AM,3.683,2.3
9188,2/7/2008,9:15:21 AM,3.893,2.7
9190,2/7/2008,10:15:21 AM,4.415,2.9
9192,2/7/2008,11:15:21 AM,4.623,2.9
9194,2/7/2008,12:15:21 PM,4.311,2.6
9196,2/7/2008,1:15:21 PM,3.998,2.2
9198,2/7/2008,2:15:21 PM,4.102,1.8
9200,2/7/2008,3:15:21 PM,4.207,1.5
9202,2/7/2008,4:15:21 PM,4.207,1.4
9204,2/7/2008,5:15:21 PM,4.207,1.6
9206,2/7/2008,6:15:21 PM,4.207,2.0
9208,2/7/2008,7:15:21 PM,4.207,2.6
9210,2/7/2008,8:15:21 PM,4.519,3.1
9212,2/7/2008,9:15:21 PM,4.934,3.3
9214,2/7/2008,10:15:21 PM,5.037,3.2
9216,2/7/2008,11:15:21 PM,4.934,3.0
9218,2/8/2008,12:15:21 AM,4.934,2.5
9220,2/8/2008,1:15:21 AM,4.831,1.9
9222,2/8/2008,2:15:21 AM,4.831,1.5
9224,2/8/2008,3:15:21 AM,4.831,1.4
9226,2/8/2008,4:15:21 AM,4.831,1.3
9228,2/8/2008,5:15:21 AM,4.831,1.3
9230,2/8/2008,6:15:21 AM,4.831,1.3
9232,2/8/2008,7:15:21 AM,4.831,1.3
9234,2/8/2008,8:15:21 AM,4.831,1.9
9236,2/8/2008,9:15:21 AM,4.831,2.5
9238,2/8/2008,10:15:21 AM,5.244,2.8
9240,2/8/2008,11:15:21 AM,5.347,2.9
9242,2/8/2008,12:15:21 PM,5.347,2.6
9244,2/8/2008,1:15:21 PM,5.037,2.2
9246,2/8/2008,2:15:21 PM,4.831,1.7
9248,2/8/2008,3:15:21 PM,4.831,1.4
9250,2/8/2008,4:15:21 PM,4.934,1.2
9252,2/8/2008,5:15:21 PM,4.934,1.2
9254,2/8/2008,6:15:21 PM,4.934,1.4
9256,2/8/2008,7:15:21 PM,4.934,2.0
9258,2/8/2008,8:15:21 PM,5.141,2.6
9260,2/8/2008,9:15:21 PM,5.552,3.0
9262,2/8/2008,10:15:21 PM,5.86,3.2
9264,2/8/2008,11:15:21 PM,5.86,3.1
9266,2/9/2008,12:15:21 AM,5.86,2.7
9268,2/9/2008,1:15:21 AM,5.655,2.2
9270,2/9/2008,2:15:21 AM,5.552,1.7
9272,2/9/2008,3:15:21 AM,5.552,1.4
9274,2/9/2008,4:15:21 AM,5.655,1.3
9276,2/9/2008,5:15:21 AM,5.655,1.3
9278,2/9/2008,6:15:21 AM,5.757,1.3
9280,2/9/2008,7:15:21 AM,5.757,1.3
9282,2/9/2008,8:15:21 AM,5.757,1.6
9284,2/9/2008,9:15:21 AM,5.757,2.3
9286,2/9/2008,10:15:21 AM,6.166,2.8
9288,2/9/2008,11:15:21 AM,6.37,3.0
9290,2/9/2008,12:15:21 PM,6.37,2.8
9292,2/9/2008,1:15:21 PM,6.166,2.4
9294,2/9/2008,2:15:21 PM,5.86,1.9
9296,2/9/2008,3:15:21 PM,5.86,1.5
9298,2/9/2008,4:15:21 PM,5.86,1.3
9300,2/9/2008,5:15:21 PM,5.86,1.2
9302,2/9/2008,6:15:21 PM,5.86,1.2
9304,2/9/2008,7:15:21 PM,5.962,1.3
9306,2/9/2008,8:15:21 PM,6.064,1.9
9308,2/9/2008,9:15:21 PM,6.471,2.5
9310,2/9/2008,10:15:21 PM,6.674,2.9
9312,2/9/2008,11:15:21 PM,6.978,3.0
9314,2/10/2008,12:15:21 AM,6.978,2.8
9316,2/10/2008,1:15:21 AM,6.775,2.3
9318,2/10/2008,2:15:21 AM,6.573,1.8
9320,2/10/2008,3:15:21 AM,6.573,1.3
9322,2/10/2008,4:15:21 AM,6.573,1.2
9324,2/10/2008,5:15:21 AM,6.573,1.2
9326,2/10/2008,6:15:21 AM,6.471,1.2
9328,2/10/2008,7:15:21 AM,6.471,1.2
9330,2/10/2008,8:15:21 AM,6.471,1.2
9332,2/10/2008,9:15:21 AM,6.471,2.0
9334,2/10/2008,10:15:21 AM,6.674,2.6
9336,2/10/2008,11:15:21 AM,6.674,3.0
9338,2/10/2008,12:15:21 PM,6.775,3.0
9340,2/10/2008,1:15:21 PM,6.775,2.8
9342,2/10/2008,2:15:21 PM,6.674,2.3
9344,2/10/2008,3:15:21 PM,6.573,1.8
9346,2/10/2008,4:15:21 PM,6.471,1.4
9348,2/10/2008,5:15:21 PM,6.471,1.3
9350,2/10/2008,6:15:21 PM,6.471,1.3
9352,2/10/2008,7:15:21 PM,6.573,1.3
9354,2/10/2008,8:15:21 PM,6.674,1.3
9356,2/10/2008,9:15:21 PM,6.775,2.0
9358,2/10/2008,10:15:21 PM,7.179,2.5
9360,2/10/2008,11:15:21 PM,7.28,2.8
9362,2/11/2008,12:15:21 AM,7.381,2.8
9364,2/11/2008,1:15:21 AM,7.381,2.6
9366,2/11/2008,2:15:21 AM,7.28,2.1
9368,2/11/2008,3:15:21 AM,7.079,1.6
9370,2/11/2008,4:15:21 AM,7.079,1.3
9372,2/11/2008,5:15:21 AM,7.079,1.2
9374,2/11/2008,6:15:21 AM,7.079,1.2
9376,2/11/2008,7:15:21 AM,7.079,1.2
9378,2/11/2008,8:15:21 AM,6.978,1.2
9380,2/11/2008,9:15:21 AM,6.978,1.7
9382,2/11/2008,10:15:21 AM,6.877,2.3
9384,2/11/2008,11:15:21 AM,6.775,2.8
9386,2/11/2008,12:15:21 PM,6.674,3.0
9388,2/11/2008,1:15:21 PM,6.674,2.9
9390,2/11/2008,2:15:21 PM,6.674,2.5
9392,2/11/2008,3:15:21 PM,6.775,2.0
9394,2/11/2008,4:15:21 PM,6.775,1.5
9396,2/11/2008,5:15:21 PM,6.775,1.3
9398,2/11/2008,6:15:21 PM,6.775,1.2
9400,2/11/2008,7:15:21 PM,6.877,1.2
9402,2/11/2008,8:15:21 PM,6.978,1.2
9404,2/11/2008,9:15:21 PM,7.079,1.2
9406,2/11/2008,10:15:21 PM,7.179,1.8
9408,2/11/2008,11:15:21 PM,7.682,2.2
9410,2/12/2008,12:15:21 AM,7.682,2.5
9412,2/12/2008,1:15:21 AM,7.582,2.5
9414,2/12/2008,2:15:21 AM,7.782,2.2
9416,2/12/2008,3:15:21 AM,7.582,1.7
9418,2/12/2008,4:15:21 AM,7.481,1.3
9420,2/12/2008,5:15:21 AM,7.381,1.2
9422,2/12/2008,6:15:21 AM,7.28,1.2
9424,2/12/2008,7:15:21 AM,7.179,1.1
9426,2/12/2008,8:15:21 AM,7.179,1.1
9428,2/12/2008,9:15:21 AM,7.079,1.3
9430,2/12/2008,10:15:21 AM,6.978,2.0
9432,2/12/2008,11:15:21 AM,6.775,2.6
9434,2/12/2008,12:15:21 PM,6.674,2.9
9436,2/12/2008,1:15:21 PM,6.573,3.0
9438,2/12/2008,2:15:21 PM,6.573,2.8
9440,2/12/2008,3:15:21 PM,6.573,2.3
9442,2/12/2008,4:15:21 PM,6.573,1.8
9444,2/12/2008,5:15:21 PM,6.573,1.4
9446,2/12/2008,6:15:21 PM,6.471,1.2
9448,2/12/2008,7:15:21 PM,6.573,1.2
9450,2/12/2008,8:15:21 PM,6.674,1.2
9452,2/12/2008,9:15:21 PM,6.775,1.1
9454,2/12/2008,10:15:21 PM,6.978,1.1
9456,2/12/2008,11:15:21 PM,7.079,1.7
9458,2/13/2008,12:15:21 AM,7.582,2.1
9460,2/13/2008,1:15:21 AM,8.282,2.3
9462,2/13/2008,2:15:21 AM,8.282,2.3
9464,2/13/2008,3:15:21 AM,7.983,2.0
9466,2/13/2008,4:15:21 AM,7.28,1.7
9468,2/13/2008,5:15:21 AM,6.978,1.3
9470,2/13/2008,6:15:21 AM,6.775,1.2
9472,2/13/2008,7:15:21 AM,6.674,1.2
9474,2/13/2008,8:15:21 AM,6.471,1.2
9476,2/13/2008,9:15:21 AM,6.37,1.2
9478,2/13/2008,10:15:21 AM,6.268,1.9
9480,2/13/2008,11:15:21 AM,6.166,2.4
9482,2/13/2008,12:15:21 PM,5.86,2.8
9484,2/13/2008,1:15:21 PM,5.655,3.0
9486,2/13/2008,2:15:21 PM,5.552,3.0
9488,2/13/2008,3:15:21 PM,5.552,2.7
9490,2/13/2008,4:15:21 PM,5.552,2.3
9492,2/13/2008,5:15:21 PM,5.552,1.8
9494,2/13/2008,6:15:21 PM,5.552,1.4
9496,2/13/2008,7:15:21 PM,5.552,1.2
9498,2/13/2008,8:15:21 PM,5.655,1.2
9500,2/13/2008,9:15:21 PM,5.962,1.2
9502,2/13/2008,10:15:21 PM,6.268,1.2
9504,2/13/2008,11:15:21 PM,6.674,1.2
9506,2/14/2008,12:15:21 AM,6.978,1.4
9508,2/14/2008,1:15:21 AM,6.674,1.8
9510,2/14/2008,2:15:21 AM,7.682,2.1
9512,2/14/2008,3:15:21 AM,8.481,2.1
9514,2/14/2008,4:15:21 AM,7.481,1.9
9516,2/14/2008,5:15:21 AM,6.573,1.6
9518,2/14/2008,6:15:21 AM,6.471,1.3
9520,2/14/2008,7:15:21 AM,6.268,1.2
9522,2/14/2008,8:15:21 AM,6.064,1.2
9524,2/14/2008,9:15:21 AM,5.86,1.2
9526,2/14/2008,10:15:21 AM,5.757,1.5
9528,2/14/2008,11:15:21 AM,5.757,2.0
9530,2/14/2008,12:15:21 PM,6.471,2.4
9532,2/14/2008,1:15:21 PM,6.268,2.8
9534,2/14/2008,2:15:21 PM,5.552,2.9
9536,2/14/2008,3:15:21 PM,5.45,2.8
9538,2/14/2008,4:15:21 PM,5.655,2.5
9540,2/14/2008,5:15:21 PM,5.86,2.1
9542,2/14/2008,6:15:21 PM,5.45,1.6
9544,2/14/2008,7:15:21 PM,5.141,1.3
9546,2/14/2008,8:15:21 PM,5.244,1.2
9548,2/14/2008,9:15:21 PM,5.45,1.2
9550,2/14/2008,10:15:21 PM,5.655,1.2
9552,2/14/2008,11:15:21 PM,5.86,1.1
9554,2/15/2008,12:15:21 AM,6.166,1.1
9556,2/15/2008,1:15:21 AM,6.268,1.1
9558,2/15/2008,2:15:21 AM,6.166,1.5
9560,2/15/2008,3:15:21 AM,6.166,1.8
9562,2/15/2008,4:15:21 AM,6.775,1.9
9564,2/15/2008,5:15:21 AM,6.775,1.8
9566,2/15/2008,6:15:21 AM,6.166,1.7
9568,2/15/2008,7:15:21 AM,5.86,1.4
9570,2/15/2008,8:15:21 AM,5.757,1.3
9572,2/15/2008,9:15:21 AM,5.655,1.2
9574,2/15/2008,10:15:21 AM,5.552,1.3
9576,2/15/2008,11:15:21 AM,5.552,1.6
9578,2/15/2008,12:15:21 PM,5.757,2.0
9580,2/15/2008,1:15:21 PM,6.37,2.4
9582,2/15/2008,2:15:21 PM,5.962,2.7
9584,2/15/2008,3:15:21 PM,5.757,2.8
9586,2/15/2008,4:15:21 PM,5.757,2.8
9588,2/15/2008,5:15:21 PM,5.757,2.5
9590,2/15/2008,6:15:21 PM,5.962,2.1
9592,2/15/2008,7:15:21 PM,5.757,1.7
9594,2/15/2008,8:15:21 PM,5.552,1.3
9596,2/15/2008,9:15:21 PM,5.552,1.1
9598,2/15/2008,10:15:21 PM,5.757,1.1
9600,2/15/2008,11:15:21 PM,5.962,1.1
9602,2/16/2008,12:15:21 AM,6.064,1.1
9604,2/16/2008,1:15:21 AM,6.064,1.1
9606,2/16/2008,2:15:21 AM,6.166,1.1
9608,2/16/2008,3:15:21 AM,6.166,1.4
9610,2/16/2008,4:15:21 AM,6.166,1.8
9612,2/16/2008,5:15:21 AM,6.775,2.0
9614,2/16/2008,6:15:21 AM,6.978,2.1
9616,2/16/2008,7:15:21 AM,6.978,2.0
9618,2/16/2008,8:15:21 AM,6.471,1.8
9620,2/16/2008,9:15:21 AM,6.166,1.6
9622,2/16/2008,10:15:21 AM,6.064,1.4
9624,2/16/2008,11:15:21 AM,6.064,1.4
9626,2/16/2008,12:15:21 PM,6.064,1.6
9628,2/16/2008,1:15:21 PM,6.268,2.0
9630,2/16/2008,2:15:21 PM,6.573,2.3
9632,2/16/2008,3:15:21 PM,6.471,2.7
9634,2/16/2008,4:15:21 PM,6.471,2.8
9636,2/16/2008,5:15:21 PM,6.471,2.8
9638,2/16/2008,6:15:21 PM,6.471,2.6
9640,2/16/2008,7:15:21 PM,6.573,2.2
9642,2/16/2008,8:15:21 PM,6.573,1.8
9644,2/16/2008,9:15:21 PM,6.471,1.4
9646,2/16/2008,10:15:21 PM,6.573,1.2
9648,2/16/2008,11:15:21 PM,6.775,1.2
9650,2/17/2008,12:15:21 AM,6.877,1.1
9652,2/17/2008,1:15:21 AM,6.978,1.1
9654,2/17/2008,2:15:21 AM,6.978,1.1
9656,2/17/2008,3:15:21 AM,6.877,1.1
9658,2/17/2008,4:15:21 AM,6.775,1.1
9660,2/17/2008,5:15:21 AM,6.573,1.7
9662,2/17/2008,6:15:21 AM,6.573,2.0
9664,2/17/2008,7:15:21 AM,6.471,2.2
9666,2/17/2008,8:15:21 AM,6.471,2.0
9668,2/17/2008,9:15:21 AM,6.37,1.8
9670,2/17/2008,10:15:21 AM,6.166,1.6
9672,2/17/2008,11:15:21 AM,6.064,1.3
9674,2/17/2008,12:15:21 PM,5.86,1.2
9676,2/17/2008,1:15:21 PM,5.757,1.4
9678,2/17/2008,2:15:21 PM,5.757,1.6
9680,2/17/2008,3:15:21 PM,5.757,2.1
9682,2/17/2008,4:15:21 PM,5.552,2.5
9684,2/17/2008,5:15:21 PM,5.037,2.7
9686,2/17/2008,6:15:21 PM,4.934,2.8
9688,2/17/2008,7:15:21 PM,4.934,2.6
9690,2/17/2008,8:15:21 PM,5.244,2.2
9692,2/17/2008,9:15:21 PM,5.655,1.8
9694,2/17/2008,10:15:21 PM,5.86,1.3
9696,2/17/2008,11:15:21 PM,6.064,1.2
9698,2/18/2008,12:15:21 AM,6.268,1.1
9700,2/18/2008,1:15:21 AM,6.37,1.1
9702,2/18/2008,2:15:21 AM,6.37,1.1
9704,2/18/2008,3:15:21 AM,6.166,1.1
9706,2/18/2008,4:15:21 AM,6.064,1.1
9708,2/18/2008,5:15:21 AM,5.962,1.1
9710,2/18/2008,6:15:21 AM,5.757,1.8
9712,2/18/2008,7:15:21 AM,5.757,2.2
9714,2/18/2008,8:15:21 AM,5.757,2.3
9716,2/18/2008,9:15:21 AM,5.757,2.2
9718,2/18/2008,10:15:21 AM,5.552,1.9
9720,2/18/2008,11:15:21 AM,5.347,1.6
9722,2/18/2008,12:15:21 PM,5.141,1.3
9724,2/18/2008,1:15:21 PM,4.934,1.2
9726,2/18/2008,2:15:21 PM,4.727,1.2
9728,2/18/2008,3:15:21 PM,4.623,1.6
9730,2/18/2008,4:15:21 PM,4.623,2.1
9732,2/18/2008,5:15:21 PM,4.102,2.5
9734,2/18/2008,6:15:21 PM,3.788,2.9
9736,2/18/2008,7:15:21 PM,4.207,3.0
9738,2/18/2008,8:15:21 PM,4.415,2.9
9740,2/18/2008,9:15:21 PM,4.207,2.4
9742,2/18/2008,10:15:21 PM,4.623,1.9
9744,2/18/2008,11:15:21 PM,5.141,1.5
9746,2/19/2008,12:15:21 AM,5.347,1.2
9748,2/19/2008,1:15:21 AM,5.347,1.2
9750,2/19/2008,2:15:21 AM,5.244,1.1
9752,2/19/2008,3:15:21 AM,5.141,1.1
9754,2/19/2008,4:15:21 AM,5.037,1.2
9756,2/19/2008,5:15:21 AM,5.037,1.1
9758,2/19/2008,6:15:21 AM,5.037,1.6
9760,2/19/2008,7:15:21 AM,5.244,2.2
9762,2/19/2008,8:15:21 AM,5.45,2.5
9764,2/19/2008,9:15:21 AM,5.244,2.6
9766,2/19/2008,10:15:21 AM,5.244,2.4
9768,2/19/2008,11:15:21 AM,5.347,2.1
9770,2/19/2008,12:15:21 PM,5.037,1.6
9772,2/19/2008,1:15:21 PM,4.831,1.3
9774,2/19/2008,2:15:21 PM,4.727,1.2
9776,2/19/2008,3:15:21 PM,4.727,1.2
9778,2/19/2008,4:15:21 PM,4.727,1.6
9780,2/19/2008,5:15:21 PM,4.831,2.2
9782,2/19/2008,6:15:21 PM,4.727,2.7
9784,2/19/2008,7:15:21 PM,5.037,3.1
9786,2/19/2008,8:15:21 PM,5.655,3.2
9788,2/19/2008,9:15:21 PM,5.757,3.1
9790,2/19/2008,10:15:21 PM,5.552,2.7
9792,2/19/2008,11:15:21 PM,5.347,2.1
9794,2/20/2008,12:15:21 AM,5.347,1.6
9796,2/20/2008,1:15:21 AM,5.347,1.3
9798,2/20/2008,2:15:21 AM,5.45,1.3
9800,2/20/2008,3:15:21 AM,5.45,1.3
9802,2/20/2008,4:15:21 AM,5.45,1.2
9804,2/20/2008,5:15:21 AM,5.45,1.2
9806,2/20/2008,6:15:21 AM,5.45,1.2
9808,2/20/2008,7:15:21 AM,5.45,2.0
9810,2/20/2008,8:15:21 AM,5.757,2.5
9812,2/20/2008,9:15:21 AM,5.45,2.8
9814,2/20/2008,10:15:21 AM,5.347,2.8
9816,2/20/2008,11:15:21 AM,5.552,2.4
9818,2/20/2008,12:15:21 PM,5.552,2.0
9820,2/20/2008,1:15:21 PM,5.347,1.5
9822,2/20/2008,2:15:21 PM,5.347,1.2
9824,2/20/2008,3:15:21 PM,5.244,1.2
9826,2/20/2008,4:15:21 PM,5.141,1.2
9828,2/20/2008,5:15:21 PM,5.037,1.5
9830,2/20/2008,6:15:21 PM,5.037,2.2
9832,2/20/2008,7:15:21 PM,5.141,2.8
9834,2/20/2008,8:15:21 PM,5.757,3.1
9836,2/20/2008,9:15:21 PM,6.37,3.2
9838,2/20/2008,10:15:21 PM,6.37,3.0
9840,2/20/2008,11:15:21 PM,6.268,2.6
9842,2/21/2008,12:15:21 AM,6.064,2.0
9844,2/21/2008,1:15:21 AM,6.064,1.5
9846,2/21/2008,2:15:21 AM,5.962,1.3
9848,2/21/2008,3:15:21 AM,5.962,1.2
9850,2/21/2008,4:15:21 AM,5.86,1.2
9852,2/21/2008,5:15:21 AM,5.757,1.2
9854,2/21/2008,6:15:21 AM,5.552,1.2
9856,2/21/2008,7:15:21 AM,5.45,1.6
9858,2/21/2008,8:15:21 AM,5.244,2.3
9860,2/21/2008,9:15:21 AM,5.347,2.8
9862,2/21/2008,10:15:21 AM,5.037,2.9
9864,2/21/2008,11:15:21 AM,4.934,2.7
9866,2/21/2008,12:15:21 PM,5.141,2.3
9868,2/21/2008,1:15:21 PM,4.934,1.8
9870,2/21/2008,2:15:21 PM,4.831,1.4
9872,2/21/2008,3:15:21 PM,4.623,1.2
9874,2/21/2008,4:15:21 PM,4.519,1.2
9876,2/21/2008,5:15:21 PM,4.519,1.1
9878,2/21/2008,6:15:21 PM,4.519,1.6
9880,2/21/2008,7:15:21 PM,4.831,2.3
9882,2/21/2008,8:15:21 PM,5.347,2.8
9884,2/21/2008,9:15:21 PM,6.166,3.1
9886,2/21/2008,10:15:21 PM,6.471,3.2
9888,2/21/2008,11:15:21 PM,6.37,2.9
9890,2/22/2008,12:15:21 AM,6.37,2.5
9892,2/22/2008,1:15:21 AM,6.166,1.9
9894,2/22/2008,2:15:21 AM,6.064,1.4
9896,2/22/2008,3:15:21 AM,6.064,1.3
9898,2/22/2008,4:15:21 AM,6.064,1.2
9900,2/22/2008,5:15:21 AM,6.064,1.2
9902,2/22/2008,6:15:21 AM,6.064,1.2
9904,2/22/2008,7:15:21 AM,6.064,1.4
9906,2/22/2008,8:15:21 AM,5.962,2.2
9908,2/22/2008,9:15:21 AM,6.166,2.8
9910,2/22/2008,10:15:21 AM,5.962,3.1
9912,2/22/2008,11:15:21 AM,5.86,3.1
9914,2/22/2008,12:15:21 PM,5.86,2.8
9916,2/22/2008,1:15:21 PM,5.962,2.3
9918,2/22/2008,2:15:21 PM,5.86,1.8
9920,2/22/2008,3:15:21 PM,5.757,1.4
9922,2/22/2008,4:15:21 PM,5.757,1.3
9924,2/22/2008,5:15:21 PM,5.757,1.3
9926,2/22/2008,6:15:21 PM,5.86,1.3
9928,2/22/2008,7:15:21 PM,5.962,2.0
9930,2/22/2008,8:15:21 PM,6.37,2.6
9932,2/22/2008,9:15:21 PM,6.775,3.1
9934,2/22/2008,10:15:21 PM,6.775,3.3
9936,2/22/2008,11:15:21 PM,6.877,3.3
9938,2/23/2008,12:15:21 AM,6.877,3.0
9940,2/23/2008,1:15:21 AM,6.877,2.5
9942,2/23/2008,2:15:21 AM,6.775,1.9
9944,2/23/2008,3:15:21 AM,6.775,1.5
9946,2/23/2008,4:15:21 AM,6.674,1.4
